perm_id,setting_id,flags_json,primary_label,flags
3535.0,focus_0000,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0001,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0002,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0003,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0004,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0005,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0006,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0007,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0008,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0009,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0010,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0011,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0012,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0013,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0049,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0050,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0051,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0052,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0053,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0054,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0055,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0056,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0057,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0058,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0059,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0060,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0061,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0062,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0098,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0099,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0100,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0101,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0102,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0103,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0104,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0105,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0106,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0107,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0108,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0109,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0110,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0111,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0147,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0148,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0149,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0150,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0151,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0152,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0153,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0154,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
3535.0,focus_0155,"{""BRE"": true, ""FM/EM"": false, ""APD"": false, ""DCO"": false, ""GD"": false, ""Other"": false}",BRE,BRE
