perm_id,modal_label,modal_fraction,stability_score,multilabel_union
248.0,Other,1.0,1.0,Other
249.0,Other,1.0,1.0,Other
250.0,Other,1.0,1.0,Other
251.0,Other,1.0,1.0,Other
252.0,Other,1.0,1.0,Other
253.0,Other,1.0,1.0,Other
254.0,Other,1.0,1.0,Other
255.0,Other,1.0,1.0,Other
256.0,Other,1.0,1.0,Other
257.0,Other,0.9818652849740933,0.9818652849740933,APD;Other
258.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
259.0,Other,1.0,1.0,Other
260.0,Other,1.0,1.0,Other
261.0,Other,0.8523316062176166,0.8523316062176166,APD;FM/EM;Other
262.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
263.0,Other,1.0,1.0,Other
264.0,Other,1.0,1.0,Other
265.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
266.0,Other,1.0,1.0,Other
267.0,Other,1.0,1.0,Other
268.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
269.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
270.0,Other,1.0,1.0,Other
271.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
272.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
273.0,Other,1.0,1.0,Other
274.0,Other,0.8523316062176166,0.8523316062176166,APD;FM/EM;Other
275.0,Other,1.0,1.0,Other
276.0,Other,1.0,1.0,Other
277.0,Other,0.8523316062176166,0.8523316062176166,APD;FM/EM;Other
278.0,Other,1.0,1.0,Other
279.0,Other,1.0,1.0,Other
280.0,Other,0.8704663212435233,0.8704663212435233,BRE;Other
281.0,Other,1.0,1.0,Other
282.0,Other,1.0,1.0,Other
283.0,Other,1.0,1.0,Other
284.0,Other,1.0,1.0,Other
285.0,Other,1.0,1.0,Other
286.0,Other,1.0,1.0,Other
287.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
288.0,Other,1.0,1.0,Other
289.0,Other,1.0,1.0,Other
290.0,Other,1.0,1.0,Other
291.0,Other,1.0,1.0,Other
292.0,Other,1.0,1.0,Other
293.0,Other,1.0,1.0,Other
294.0,Other,1.0,1.0,Other
295.0,Other,1.0,1.0,Other
296.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
297.0,Other,1.0,1.0,Other
298.0,Other,1.0,1.0,Other
299.0,Other,1.0,1.0,Other
300.0,Other,1.0,1.0,Other
301.0,Other,1.0,1.0,Other
302.0,Other,1.0,1.0,Other
303.0,Other,1.0,1.0,Other
304.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
305.0,Other,1.0,1.0,Other
306.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
307.0,Other,1.0,1.0,Other
308.0,Other,1.0,1.0,Other
309.0,Other,1.0,1.0,Other
310.0,Other,0.8523316062176166,0.8523316062176166,APD;FM/EM;Other
311.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
312.0,Other,1.0,1.0,Other
313.0,Other,0.9818652849740933,0.9818652849740933,APD;Other
314.0,Other,1.0,1.0,Other
315.0,Other,1.0,1.0,Other
316.0,Other,1.0,1.0,Other
317.0,Other,1.0,1.0,Other
318.0,Other,1.0,1.0,Other
319.0,Other,0.8523316062176166,0.8523316062176166,APD;FM/EM;Other
320.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
321.0,Other,1.0,1.0,Other
322.0,Other,0.9818652849740933,0.9818652849740933,APD;Other
323.0,Other,1.0,1.0,Other
324.0,Other,0.9637305699481865,0.9637305699481865,APD;Other
325.0,Other,1.0,1.0,Other
326.0,Other,1.0,1.0,Other
327.0,Other,1.0,1.0,Other
328.0,Other,1.0,1.0,Other
329.0,Other,1.0,1.0,Other
330.0,Other,1.0,1.0,Other
331.0,Other,1.0,1.0,Other
332.0,Other,1.0,1.0,Other
333.0,Other,0.9818652849740933,0.9818652849740933,APD;Other
334.0,Other,1.0,1.0,Other
335.0,Other,1.0,1.0,Other
336.0,Other,1.0,1.0,Other
337.0,Other,1.0,1.0,Other
338.0,Other,1.0,1.0,Other
339.0,Other,1.0,1.0,Other
340.0,Other,1.0,1.0,Other
341.0,Other,1.0,1.0,Other
342.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
343.0,Other,1.0,1.0,Other
344.0,Other,1.0,1.0,Other
345.0,Other,0.9818652849740933,0.9818652849740933,APD;Other
346.0,Other,1.0,1.0,Other
347.0,Other,1.0,1.0,Other
348.0,Other,0.9455958549222798,0.9455958549222798,APD;Other
349.0,Other,1.0,1.0,Other
