perm_index,dK,disp_kappa_scaled,adjacency_violations,single_move,max_block_move,order_dual_proximity,score_dir,connective_density_per_100,pos_weighted_connectives,sent_connective_sd,max_sent_connectives,cluster,x,y,z,motif
2110,0.6071428571428571,34.51885361601217,4,6,1,0.3928571428571428,0.2469759104368718,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2111,0.5357142857142857,31.37399577596018,3,5,1,0.4642857142857143,0.2909270241787223,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2112,0.6071428571428571,35.06669136325484,4,7,1,0.3928571428571428,0.246804851132979,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2113,0.5,27.47707713652552,3,6,1,0.5,0.3140463853815582,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2114,0.6071428571428571,34.38208676198576,5,6,1,0.3928571428571428,0.2470194414189446,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2115,0.5357142857142857,34.39920763457413,3,5,2,0.4642857142857143,0.2898711165228991,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2116,0.4642857142857143,24.96466237081607,3,7,1,0.5357142857142857,0.3368341251110099,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,FM/EM
2117,0.6071428571428571,41.65890551252512,4,6,2,0.3928571428571428,0.245090991356266,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2118,0.8214285714285714,48.806371322992185,3,6,3,0.1785714285714285,0.1151739581722017,0.0,0.0,0.0,0.0,3,0.3447876882763929,-0.19576356342974613,0.8165264095641113,GD
2119,0.3571428571428571,20.94737460363796,2,4,2,0.6428571428571429,0.4039397002444453,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2120,0.5714285714285714,30.88165014742973,5,6,1,0.4285714285714285,0.2696892591687965,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2121,0.4642857142857143,26.716148959973676,4,5,1,0.5357142857142857,0.3358605908472021,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2122,0.6785714285714286,38.74502022263276,5,7,1,0.3214285714285714,0.2029212967501183,0.0,0.0,0.0,0.0,0,0.09452846225698079,0.07133429623901806,-0.12013878550229921,GD
2123,0.6785714285714286,38.50491357551908,5,7,1,0.3214285714285714,0.2029824656030171,0.0,0.0,0.0,0.0,0,0.02832070343968672,0.07703179790015587,-0.05384764822783899,GD
2124,0.75,46.54477718910709,5,7,2,0.25,0.1584131217695903,0.0,0.0,0.0,0.0,2,0.4154450024343966,0.32452170554555626,-0.16797573103088567,GD
2125,0.6428571428571429,41.948681523447554,4,6,2,0.3571428571428571,0.2235991550203646,0.0,0.0,0.0,0.0,0,0.17428822711853487,-0.00019849309620720689,-0.0022314718756534005,GD
2126,0.75,43.49871644515305,4,7,2,0.25,0.1589890233236957,0.0,0.0,0.0,0.0,1,-0.39074449315151677,0.1523727415318931,0.1795026693552694,GD
2127,0.75,46.7951532047377,4,6,2,0.25,0.1583690494365932,0.0,0.0,0.0,0.0,3,0.3589596517265295,-0.08427194167758031,0.7361725143755505,GD
2128,0.2857142857142857,16.48411501398018,4,3,1,0.7142857142857143,0.4514493380155246,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2129,0.5357142857142857,28.18834610134436,4,6,1,0.4642857142857143,0.2922755280983824,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2130,0.4285714285714285,24.022101008945288,4,5,1,0.5714285714285714,0.3588430107048108,0.0,0.0,0.0,0.0,0,3.4870475572291514e-17,-1.2544883697568195e-17,7.989263484189537e-18,Other
2131,0.4642857142857143,29.833906582602783,3,4,2,0.5357142857142857,0.3344013032142248,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2132,0.3928571428571428,21.54454786815889,3,7,1,0.6071428571428571,0.3820283632995339,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,FM/EM
2133,0.5714285714285714,31.90051921097341,3,6,1,0.4285714285714285,0.2693007199849302,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2134,0.5714285714285714,31.368061838928504,4,6,1,0.4285714285714285,0.2695007178634186,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2135,0.4642857142857143,26.79533931606004,4,6,1,0.5357142857142857,0.3358194732791159,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2136,0.5714285714285714,34.180095036879166,4,7,1,0.4285714285714285,0.2685129230730567,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,FM/EM
2137,0.5,30.206163149598478,4,5,2,0.5,0.3128179807970127,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2138,0.5357142857142857,28.00597219464733,4,6,1,0.4642857142857143,0.2923616920839136,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2139,0.25,15.21288917141296,2,6,3,0.75,0.4746717285100111,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2140,0.6785714285714286,32.87188135566185,5,7,2,0.3214285714285714,0.2046663481327493,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2141,0.2142857142857142,13.732310061527723,2,2,2,0.7857142857142857,0.4985797784239067,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2142,0.5,27.79858593028971,4,6,1,0.5,0.3138895708618556,0.0,0.0,0.0,0.0,0,3.4918826789967627e-17,-1.2495763732600902e-17,7.975035237437941e-18,Other
2143,0.5357142857142857,41.20615005086809,2,6,4,0.4642857142857143,0.2880487203764832,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2144,0.6071428571428571,34.84005356791278,4,6,2,0.3928571428571428,0.2468749833187702,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2145,0.7142857142857143,43.377966523112185,3,6,1,0.2857142857142857,0.1804420533733035,0.0,0.0,0.0,0.0,3,0.3225482788763311,-0.1796834754341763,0.20680814629586333,GD
2146,0.3928571428571428,21.24006927410399,3,5,1,0.6071428571428571,0.3822712697743275,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2147,0.3571428571428571,23.44096172989732,3,4,2,0.6428571428571429,0.4020802538140885,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2148,0.6785714285714286,39.08188023961681,4,7,2,0.3214285714285714,0.2028367146139748,0.0,0.0,0.0,0.0,0,0.15461701026833619,0.018273688099977547,0.024888600281635646,GD
2149,0.6071428571428571,31.74096979357897,5,6,1,0.3928571428571428,0.2479313948140427,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2150,0.5714285714285714,31.89194391848127,5,7,1,0.4285714285714285,0.2693038896738426,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,FM/EM
2151,0.3214285714285714,15.390687613968876,3,4,3,0.6785714285714286,0.4315469583874627,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2152,0.5357142857142857,34.16546328216295,3,5,2,0.4642857142857143,0.2899462253938236,0.0,0.0,0.0,0.0,0,3.4826770571938614e-17,-1.257898030338082e-17,7.987775612120696e-18,Other
2153,0.3571428571428571,20.70797729730682,3,6,1,0.6428571428571429,0.4041406915706077,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2154,0.4285714285714285,23.64904537373123,4,5,1,0.5714285714285714,0.3590849518426496,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2155,0.4642857142857143,26.62130559623449,4,5,1,0.5357142857142857,0.3359101461175872,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2156,0.3571428571428571,18.760256458925177,3,6,2,0.6428571428571429,0.4059569379709233,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2157,0.5,30.413434542488165,4,6,2,0.5,0.3127334054943588,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2158,0.6071428571428571,32.5192033336805,4,6,2,0.3928571428571428,0.2476477435598687,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2159,0.4642857142857143,21.24006927410399,5,5,1,0.5357142857142857,0.3394141269171846,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2160,0.8214285714285714,51.431419624579256,3,7,3,0.1785714285714285,0.1147718704876051,0.0,0.0,0.0,0.0,1,-0.40885532405207475,-0.4746450365587069,0.7097626887835811,GD
2161,0.5714285714285714,34.354571404671546,5,6,1,0.4285714285714285,0.2684568112966656,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2162,0.5357142857142857,30.7153606354423,3,6,2,0.4642857142857143,0.291183613707769,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2163,0.7857142857142857,47.031015431923095,5,7,1,0.2142857142857142,0.1368993807582179,0.0,0.0,0.0,0.0,1,-0.4101675721426531,-0.26234024129570066,0.1219036753620335,GD
2164,0.4285714285714285,26.11852334487499,4,4,1,0.5714285714285714,0.3576072085193867,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2165,0.3571428571428571,23.148203327153464,2,6,2,0.6428571428571429,0.402278665042259,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2166,0.7142857142857143,38.64198538507319,5,7,1,0.2857142857142857,0.1815188834075122,0.0,0.0,0.0,0.0,0,0.032550950928372936,0.22178560045745224,0.09948105354283686,GD
2167,0.4642857142857143,27.441407152800483,4,6,2,0.5357142857142857,0.3354925731796456,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2168,0.4285714285714285,23.934428438405075,3,6,1,0.5714285714285714,0.3588992190165427,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2169,0.4642857142857143,24.727027257853518,3,6,1,0.5357142857142857,0.3369764229541647,0.0,0.0,0.0,0.0,0,3.493062113846361e-17,-1.2486794041523928e-17,7.975943979122535e-18,Other
2170,0.6071428571428571,38.27045403812501,3,5,2,0.3928571428571428,0.2459000604856104,0.0,0.0,0.0,0.0,0,3.486400083617373e-17,-1.2541162055854402e-17,7.976395994452272e-18,GD
2171,0.75,47.648459761320055,4,6,2,0.25,0.1582222541466367,0.0,0.0,0.0,0.0,3,0.40813489644398665,0.09050070690778879,-0.15386382976342153,GD
2172,0.5357142857142857,30.78241366332125,3,6,2,0.4642857142857143,0.2911570051181722,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2173,0.5714285714285714,34.93501714842326,4,7,2,0.4285714285714285,0.2682740609585634,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2174,0.3928571428571428,26.406691895861016,4,4,1,0.6071428571428571,0.3788806899040744,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2175,0.6785714285714286,42.72712232354736,4,5,2,0.3214285714285714,0.2020047834688507,0.0,0.0,0.0,0.0,1,-0.2902835883225149,-0.11954187054176708,0.1100583692538132,GD
2176,0.4285714285714285,26.501318886297007,5,5,1,0.5714285714285714,0.3574018998432999,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2177,0.1785714285714285,11.168949081113118,2,3,3,0.8214285714285714,0.5257276888125715,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,BRE
2178,0.4642857142857143,27.14535241431065,4,5,1,0.5357142857142857,0.3356405093042051,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2179,0.4285714285714285,23.813225559506336,4,5,1,0.5714285714285714,0.3589775782693278,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2180,0.4285714285714285,26.33248105039584,3,5,1,0.5714285714285714,0.3574917455213677,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2181,0.4642857142857143,29.932110373652023,4,5,1,0.5357142857142857,0.3343601171643166,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2182,0.5,27.18090923221695,4,6,3,0.5,0.3141940061870931,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2183,0.5,30.39784118159143,4,5,2,0.5,0.3127397293873351,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2184,0.75,43.04072043394605,4,7,1,0.25,0.1590825035571326,0.0,0.0,0.0,0.0,2,-0.24289149218604045,0.33374311996548306,-0.13589639456496497,GD
2185,0.5357142857142857,31.08557546998367,4,6,1,0.4642857142857143,0.2910380898090992,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2186,0.5357142857142857,31.18514563673076,4,6,1,0.4642857142857143,0.2909995220936623,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2187,0.3571428571428571,17.545445531452035,4,4,2,0.6428571428571429,0.4072829236486843,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2188,0.5714285714285714,31.67320096288074,3,6,1,0.4285714285714285,0.2693853062513615,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2189,0.4285714285714285,21.53176437484645,4,5,2,0.5714285714285714,0.3606098582391013,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2190,0.3214285714285714,17.655352390415764,3,4,1,0.6785714285714286,0.4285844247760422,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2191,0.5357142857142857,31.406316742406183,3,5,2,0.4642857142857143,0.2909147011247258,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2192,0.5714285714285714,42.21464418422177,2,5,2,0.4285714285714285,0.2663989787088434,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2193,0.5,24.022101008945288,5,5,1,0.5,0.3159858678476679,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2194,0.3214285714285714,20.071404970517687,3,4,1,0.6785714285714286,0.426125929252176,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2195,0.3571428571428571,20.923527009068877,3,5,2,0.6428571428571429,0.4039595251702608,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2196,0.6428571428571429,39.04129857292345,4,7,2,0.3571428571428571,0.2242754002913146,0.0,0.0,0.0,0.0,0,-0.083196183124089,-0.016851939265441464,-0.00882549401656373,GD
2197,0.2857142857142857,19.314120515389007,3,3,1,0.7142857142857143,0.4482621653521313,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2198,0.6428571428571429,38.35876378949415,4,7,2,0.3571428571428571,0.2244486351065854,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2199,0.5714285714285714,37.83454370956498,3,5,3,0.4285714285714285,0.2674429652886232,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2200,0.3928571428571428,23.721211414210696,3,4,2,0.6071428571428571,0.3804661511299243,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2201,0.5714285714285714,28.90837922032165,4,7,1,0.4285714285714285,0.270517035564676,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,FM/EM
2202,0.6785714285714286,46.03555396403831,4,7,2,0.3214285714285714,0.201361348001741,0.0,0.0,0.0,0.0,3,0.3201667214433591,0.059333850332214874,0.23534168284029117,GD
2203,0.5714285714285714,41.59533418463872,2,5,2,0.4285714285714285,0.2665335570318665,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2204,0.7142857142857143,39.08188023961681,5,7,1,0.2857142857142857,0.1814081431854033,0.0,0.0,0.0,0.0,2,-0.10011549855378077,0.23252579534957282,-0.05372032120046338,GD
2205,0.25,14.60581682653895,3,4,2,0.75,0.4756314683458137,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2206,0.4285714285714285,21.31494804458973,4,6,2,0.5714285714285714,0.360782347038695,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2207,0.6428571428571429,39.00355834054894,3,6,2,0.3571428571428571,0.2242848247797062,0.0,0.0,0.0,0.0,0,-0.08198765453829325,0.005296756280111928,0.015586644580013928,GD
2208,0.5357142857142857,27.88990348543176,4,5,2,0.4642857142857143,0.2924170961487435,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2209,0.5714285714285714,31.08557546998367,4,6,2,0.4285714285714285,0.2696095183805278,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2210,0.6071428571428571,41.31768732819266,4,6,1,0.3928571428571428,0.2451665980984152,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2211,0.5357142857142857,37.46140789991724,2,6,2,0.4642857142857143,0.2889714638754108,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2212,0.4285714285714285,20.906110409423167,4,5,2,0.5714285714285714,0.3611168883128188,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2213,0.4642857142857143,30.23729042671353,4,6,2,0.5357142857142857,0.3342337793878996,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2214,0.4285714285714285,24.09908846848759,3,6,2,0.5714285714285714,0.3587939765992212,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2215,0.25,13.882562474929513,3,3,2,0.75,0.4768770919439324,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2216,0.4642857142857143,24.308577567538308,4,6,2,0.5357142857142857,0.3372334896991681,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2217,0.5714285714285714,31.745338612030736,4,7,2,0.4285714285714285,0.2693583362600296,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2218,0.6785714285714286,38.74502022263276,3,7,2,0.3214285714285714,0.2029212967501183,0.0,0.0,0.0,0.0,0,0.09295211882899172,0.07402149584348366,-0.06412902210885504,GD
2219,0.1785714285714285,11.786661686728612,1,3,2,0.8214285714285714,0.52413974106768,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,BRE
2220,0.6071428571428571,34.67969310903788,4,7,1,0.3928571428571428,0.2469251444730085,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2221,0.5,30.475397393889075,4,5,2,0.5,0.312708338356918,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2222,0.75,46.66894271496826,4,7,2,0.25,0.1583912077176068,0.0,0.0,0.0,0.0,3,0.40363095118444897,0.0275049711163971,-0.1530994199875217,GD
2223,0.4285714285714285,24.20150304570792,3,5,2,0.5714285714285714,0.3587292120458147,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2224,0.6428571428571429,39.20972642862471,3,6,2,0.3571428571428571,0.2242335561520356,0.0,0.0,0.0,0.0,0,-0.08350738335264188,-0.013386999831992825,0.03597135830861945,GD
2225,0.4642857142857143,27.67707765324664,3,6,2,0.5357142857142857,0.3353769940969012,0.0,0.0,0.0,0.0,0,3.4845899635516125e-17,-1.2565385241833357e-17,7.9902994930549e-18,Other
2226,0.6785714285714286,42.7726904601232,4,6,1,0.3214285714285714,0.2019952606149352,0.0,0.0,0.0,0.0,1,-0.2811931482479571,-0.04440795013151023,0.10893530000282085,GD
2227,0.4285714285714285,26.685438675871904,3,5,2,0.5714285714285714,0.3573051711034355,0.0,0.0,0.0,0.0,0,3.479210113820746e-17,-1.2616888317133334e-17,8.002375756797062e-18,Other
2228,0.4285714285714285,23.992243871938683,3,5,2,0.5714285714285714,0.3588621083196126,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2229,0.3928571428571428,20.431530449662592,4,5,2,0.6071428571428571,0.382949803672121,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2230,0.6428571428571429,35.79903381235087,5,6,1,0.3571428571428571,0.225155564892111,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2231,0.3928571428571428,23.09967622955009,4,4,1,0.6071428571428571,0.3808834476407182,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2232,0.3571428571428571,22.658633523753885,4,4,1,0.6428571428571429,0.4026214329338573,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2233,0.5714285714285714,28.43489983603324,5,7,1,0.4285714285714285,0.2707321678668004,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,FM/EM
2234,0.5357142857142857,34.25141972324725,2,6,2,0.4642857142857143,0.2899184892895594,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2235,0.6071428571428571,35.222619269750055,4,6,1,0.3928571428571428,0.2467571094543691,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,GD
2236,0.5,33.81689184659293,2,7,3,0.5,0.3114886762943241,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2237,0.3571428571428571,22.936676892942327,3,4,2,0.6428571428571429,0.4024250430925556,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2238,0.75,43.41080778703372,4,7,1,0.25,0.1590068165820839,0.0,0.0,0.0,0.0,1,-0.3968999418057562,-0.026280983192971858,-0.004547175862696615,GD
2239,0.6071428571428571,41.80091387010803,3,6,1,0.3928571428571428,0.2450598805586836,0.0,0.0,0.0,0.0,0,-0.08242309556651617,0.002159817006290097,0.005398269063640343,GD
2240,0.4285714285714285,24.040065352654224,4,5,1,0.5714285714285714,0.3588315420596433,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2241,0.3214285714285714,17.545445531452035,3,4,2,0.6785714285714286,0.4287114950772557,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2242,0.4285714285714285,27.02938091455164,3,6,2,0.5714285714285714,0.3571278825934008,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2243,0.6428571428571429,41.91319523593099,3,6,2,0.3571428571428571,0.2236068566010522,0.0,0.0,0.0,0.0,0,0.17256695311497636,0.09072026450576855,-0.014907632432234827,GD
2244,0.6785714285714286,39.08188023961681,4,7,2,0.3214285714285714,0.2028367146139748,0.0,0.0,0.0,0.0,0,0.15541574364741717,-0.011971643141976705,0.040490326888534524,GD
2245,0.5357142857142857,28.18834610134436,4,6,1,0.4642857142857143,0.2922755280983824,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2246,0.4642857142857143,24.99629861576497,4,5,1,0.5357142857142857,0.336815377293212,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2247,0.5357142857142857,28.18834610134436,5,6,1,0.4642857142857143,0.2922755280983824,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2248,0.7142857142857143,46.84059714073451,3,6,3,0.2857142857142857,0.1797896710783794,0.0,0.0,0.0,0.0,1,-0.36962037288542743,-0.3994580901198795,0.19835219668444068,GD
2249,0.1785714285714285,9.663224333553805,2,4,3,0.8214285714285714,0.5303692487162802,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,BRE
2250,0.3571428571428571,20.544362327887665,3,5,1,0.6428571428571429,0.4042806277536706,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2251,0.5357142857142857,31.37399577596018,3,5,1,0.4642857142857143,0.2909270241787223,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2252,0.4285714285714285,23.934428438405075,4,6,1,0.5714285714285714,0.3588992190165427,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
2253,0.2857142857142857,17.58722490899689,2,5,2,0.7142857142857143,0.4500915856663365,0.0,0.0,0.0,0.0,0,8.470084232956373e-18,5.652000082201327e-19,2.922049182974334e-18,Other
