,0
median_stability_fraction,1.0
iqr_stability_fraction,0.0
ari_canonical_parseA,0.19285741774842086
kappa_canonical_parseA,0.2857142857142857
ari_canonical_parseB,0.1862661753317284
kappa_canonical_parseB,0.2690476190476191
